,Susceptible,Exposed,Infected,Resistant,Dead,Common,Variant
1836,238,0,0,96,869,1200,3
1837,238,0,0,96,869,1200,3
1838,238,0,0,96,869,1200,3
1839,238,0,0,96,869,1200,3
1840,238,0,0,96,869,1200,3
1841,238,0,0,96,869,1200,3
1842,238,0,0,96,869,1200,3
1843,238,0,0,96,869,1200,3
1844,238,0,0,96,869,1200,3
1845,238,0,0,96,869,1200,3
1846,238,0,0,96,869,1200,3
1847,238,0,0,96,869,1200,3
1848,238,0,0,96,869,1200,3
1849,238,0,0,96,869,1200,3
1850,238,0,0,96,869,1200,3
1851,238,0,0,96,869,1200,3
1852,238,0,0,96,869,1200,3
1853,238,0,0,96,869,1200,3
1854,238,0,0,96,869,1200,3
1855,238,0,0,96,869,1200,3
1856,238,0,0,96,869,1200,3
1857,238,0,0,96,869,1200,3
1858,238,0,0,96,869,1200,3
1859,238,0,0,96,869,1200,3
1860,238,0,0,96,869,1200,3
1861,238,0,0,96,869,1200,3
1862,238,0,0,96,869,1200,3
1863,238,0,0,96,869,1200,3
1864,238,0,0,96,869,1200,3
1865,238,0,0,96,869,1200,3
1866,238,0,0,96,869,1200,3
1867,238,0,0,96,869,1200,3
1868,238,0,0,96,869,1200,3
1869,238,0,0,96,869,1200,3
1870,238,0,0,96,869,1200,3
1871,238,0,0,96,869,1200,3
1872,238,0,0,96,869,1200,3
1873,238,0,0,96,869,1200,3
1874,238,0,0,96,869,1200,3
1875,238,0,0,96,869,1200,3
1876,238,0,0,96,869,1200,3
1877,238,0,0,96,869,1200,3
1878,238,0,0,96,869,1200,3
1879,238,0,0,96,869,1200,3
1880,238,0,0,96,869,1200,3
1881,238,0,0,96,869,1200,3
1882,238,0,0,96,869,1200,3
1883,238,0,0,96,869,1200,3
1884,238,0,0,96,869,1200,3
1885,238,0,0,96,869,1200,3
1886,238,0,0,96,869,1200,3
1887,238,0,0,96,869,1200,3
1888,238,0,0,96,869,1200,3
1889,238,0,0,96,869,1200,3
1890,238,0,0,96,869,1200,3
1891,238,0,0,96,869,1200,3
1892,238,0,0,96,869,1200,3
1893,238,0,0,96,869,1200,3
1894,238,0,0,96,869,1200,3
1895,238,0,0,96,869,1200,3
1896,238,0,0,96,869,1200,3
1897,238,0,0,96,869,1200,3
1898,238,0,0,96,869,1200,3
1899,238,0,0,96,869,1200,3
1900,238,0,0,96,869,1200,3
1901,238,0,0,96,869,1200,3
1902,238,0,0,96,869,1200,3
1903,238,0,0,96,869,1200,3
1904,238,0,0,96,869,1200,3
1905,238,0,0,96,869,1200,3
1906,238,0,0,96,869,1200,3
1907,238,0,0,96,869,1200,3
1908,238,0,0,96,869,1200,3
1909,238,0,0,96,869,1200,3
1910,238,0,0,96,869,1200,3
1911,238,0,0,96,869,1200,3
1912,238,0,0,96,869,1200,3
1913,238,0,0,96,869,1200,3
1914,238,0,0,96,869,1200,3
1915,238,0,0,96,869,1200,3
1916,238,0,0,96,869,1200,3
1917,238,0,0,96,869,1200,3
1918,238,0,0,96,869,1200,3
1919,238,0,0,96,869,1200,3
1920,238,0,0,96,869,1200,3
1921,238,0,0,96,869,1200,3
1922,238,0,0,96,869,1200,3
1923,238,0,0,96,869,1200,3
1924,238,0,0,96,869,1200,3
1925,238,0,0,96,869,1200,3
1926,238,0,0,96,869,1200,3
1927,238,0,0,96,869,1200,3
1928,238,0,0,96,869,1200,3
1929,238,0,0,96,869,1200,3
1930,238,0,0,96,869,1200,3
1931,238,0,0,96,869,1200,3
1932,238,0,0,96,869,1200,3
1933,238,0,0,96,869,1200,3
1934,238,0,0,96,869,1200,3
1935,238,0,0,96,869,1200,3
1936,238,0,0,96,869,1200,3
1937,238,0,0,96,869,1200,3
1938,238,0,0,96,869,1200,3
1939,238,0,0,96,869,1200,3
1940,238,0,0,96,869,1200,3
1941,238,0,0,96,869,1200,3
1942,238,0,0,96,869,1200,3
1943,238,0,0,96,869,1200,3
1944,238,0,0,96,869,1200,3
1945,238,0,0,96,869,1200,3
1946,238,0,0,96,869,1200,3
1947,238,0,0,96,869,1200,3
1948,238,0,0,96,869,1200,3
1949,238,0,0,96,869,1200,3
1950,238,0,0,96,869,1200,3
1951,238,0,0,96,869,1200,3
1952,238,0,0,96,869,1200,3
1953,238,0,0,96,869,1200,3
1954,238,0,0,96,869,1200,3
1955,238,0,0,96,869,1200,3
1956,238,0,0,96,869,1200,3
1957,238,0,0,96,869,1200,3
1958,238,0,0,96,869,1200,3
1959,238,0,0,96,869,1200,3
1960,238,0,0,96,869,1200,3
1961,238,0,0,96,869,1200,3
1962,238,0,0,96,869,1200,3
1963,238,0,0,96,869,1200,3
1964,238,0,0,96,869,1200,3
1965,238,0,0,96,869,1200,3
1966,238,0,0,96,869,1200,3
1967,238,0,0,96,869,1200,3
1968,238,0,0,96,869,1200,3
1969,238,0,0,96,869,1200,3
1970,238,0,0,96,869,1200,3
1971,238,0,0,96,869,1200,3
1972,238,0,0,96,869,1200,3
1973,238,0,0,96,869,1200,3
1974,238,0,0,96,869,1200,3
1975,238,0,0,96,869,1200,3
1976,238,0,0,96,869,1200,3
1977,238,0,0,96,869,1200,3
1978,238,0,0,96,869,1200,3
1979,238,0,0,96,869,1200,3
1980,238,0,0,96,869,1200,3
1981,238,0,0,96,869,1200,3
1982,238,0,0,96,869,1200,3
1983,238,0,0,96,869,1200,3
1984,238,0,0,96,869,1200,3
1985,238,0,0,96,869,1200,3
1986,238,0,0,96,869,1200,3
1987,238,0,0,96,869,1200,3
1988,238,0,0,96,869,1200,3
1989,238,0,0,96,869,1200,3
1990,238,0,0,96,869,1200,3
1991,238,0,0,96,869,1200,3
1992,238,0,0,96,869,1200,3
1993,238,0,0,96,869,1200,3
1994,238,0,0,96,869,1200,3
1995,238,0,0,96,869,1200,3
1996,238,0,0,96,869,1200,3
1997,238,0,0,96,869,1200,3
1998,238,0,0,96,869,1200,3
1999,238,0,0,96,869,1200,3
